premise	hypothesis	label
اَرداویراف‌نامه، بر رساله الغفران اثر ابوالعلاء معری و به ویژه بر کمدی الهی از دانته، تأثیر داشته‌است. موضوع اصلی اینگونه معراج‌نامه‌ها، سفر عرفانی است و مسافران در واقع شارحان روح و روان خویش‌اند، اَرداویراف موبد زرتشتی و «ابن قارح» شاعر عرب که از طرف ابوالعلاء معری راهی این سفر می‌شود هم، از این قاعده مستثنی نیستند. اما کتاب «سیر العباد الی المعاد» سنایی بیشتر متأثر از کتیبه کرتیر و کشف و شهود گشتاسپ است پس از آنکه به آیین زرتشت درآمد.	"کتاب ""اَرداویراف‌نامه"" بر کتاب ""کمدی الهی"" تاثیرگذار بوده است."	e
اَرداویراف‌نامه، بر رساله الغفران اثر ابوالعلاء معری و به ویژه بر کمدی الهی از دانته، تأثیر داشته‌است. موضوع اصلی اینگونه معراج‌نامه‌ها، سفر عرفانی است و مسافران در واقع شارحان روح و روان خویش‌اند، اَرداویراف موبد زرتشتی و «ابن قارح» شاعر عرب که از طرف ابوالعلاء معری راهی این سفر می‌شود هم، از این قاعده مستثنی نیستند. اما کتاب «سیر العباد الی المعاد» سنایی بیشتر متأثر از کتیبه کرتیر و کشف و شهود گشتاسپ است پس از آنکه به آیین زرتشت درآمد.	"""اَرداویراف‌نامه"" بر کتاب "" سیر العباد الی المعاد"" تاثیر داشته است."	c
اَرداویراف‌نامه، بر رساله الغفران اثر ابوالعلاء معری و به ویژه بر کمدی الهی از دانته، تأثیر داشته‌است. موضوع اصلی اینگونه معراج‌نامه‌ها، سفر عرفانی است و مسافران در واقع شارحان روح و روان خویش‌اند، اَرداویراف موبد زرتشتی و «ابن قارح» شاعر عرب که از طرف ابوالعلاء معری راهی این سفر می‌شود هم، از این قاعده مستثنی نیستند. اما کتاب «سیر العباد الی المعاد» سنایی بیشتر متأثر از کتیبه کرتیر و کشف و شهود گشتاسپ است پس از آنکه به آیین زرتشت درآمد.	اَرداویراف‌نامه ظاهرأ در قرن سوم هجری به رشتهٔ تحریر درآمده‌است.	n
مسلمه بن احمد مجریطی اولین دانشمند ریاضی دان و نجوم شناس اندلسی است. یکی از کتاب های وی در زمینه مثلثات، به نام «مسائل من حساب المثلثات الکروی» است که پایه علم مثلثات و جبر قرار گرفت.	کتاب «مسائل من حساب المثلثات الکروی» که پایه علم مثلثات و جبر قرار گرفت، از مسلمه بن احمد مجریطی است.	e
مسلمه بن احمد مجریطی اولین دانشمند ریاضی دان و نجوم شناس اندلسی است. یکی از کتاب های وی در زمینه مثلثات، به نام «مسائل من حساب المثلثات الکروی» است که پایه علم مثلثات و جبر قرار گرفت.	کتاب «مسائل من حساب المثلثات الکروی» از خوارزمی، کتابی است که به عنوان پایه علم مثلثات شناخته می شود.	c
مسلمه بن احمد مجریطی اولین دانشمند ریاضی دان و نجوم شناس اندلسی است. یکی از کتاب های وی در زمینه مثلثات، به نام «مسائل من حساب المثلثات الکروی» است که پایه علم مثلثات و جبر قرار گرفت.	مسلمه بن احمد مجریطی نخستین ریاضی دان اندلسی است که آثار بیشماری از او به لاتین ترجمه شده است.	n
ابومنصور محمد بن عبدالرزاق حاکم توس بود. که به دستور او، وزیرش ابو منصور معمری داستان‌ها و افسانه‌های باستانی ایران را طی سال‌های ۴۵ تا ۳۳۹ هجری قمری جمع‌آوری کرده و تحت عنوان شاهنامه ابومنصوری تدوین کردند که بعدها تبدیل به منبع اصلی فردوسی برای سرودن شاهنامه شد.	"کتاب ""شاهنامه ابومنصوری"" به دستور ""ابومنصور محمد بن عبدالرزاق"" نوشته شد."	e
ابومنصور محمد بن عبدالرزاق حاکم توس بود. که به دستور او، وزیرش ابو منصور معمری داستان‌ها و افسانه‌های باستانی ایران را طی سال‌های ۴۵ تا ۳۳۹ هجری قمری جمع‌آوری کرده و تحت عنوان شاهنامه ابومنصوری تدوین کردند که بعدها تبدیل به منبع اصلی فردوسی برای سرودن شاهنامه شد.	"""شاهوی خورشید پسر بهرام"" دستور نگارش کتاب ""شاهنامه ابومنصوری"" را صادر کرد."	c
ابومنصور محمد بن عبدالرزاق حاکم توس بود. که به دستور او، وزیرش ابو منصور معمری داستان‌ها و افسانه‌های باستانی ایران را طی سال‌های ۴۵ تا ۳۳۹ هجری قمری جمع‌آوری کرده و تحت عنوان شاهنامه ابومنصوری تدوین کردند که بعدها تبدیل به منبع اصلی فردوسی برای سرودن شاهنامه شد.	" ""شاهنامه ابومنصوری"" از جملهٔ گرامی‌ترین میراث‌های ادبی زبان فارسی به‌شمار می‌رود."	n
قیصرنامه منظومه‌ای حماسی است که در سال ۱۲۹۲ قمری توسط ادیب پ‍ی‍ش‍اوری سروده شد. این منظومه شامل بیش از چهارده‌هزار بیت در قالب مثنوی می‌باشد.	"مثنوی ""قیصرنامه"" از آثار ""ادیب پیشاوری"" می باشد."	e
قیصرنامه منظومه‌ای حماسی است که در سال ۱۲۹۲ قمری توسط ادیب پ‍ی‍ش‍اوری سروده شد. این منظومه شامل بیش از چهارده‌هزار بیت در قالب مثنوی می‌باشد.	"""ملاهادی سبزواری""، مثنوی ""قیصرنامه"" را سروده است. "	c
قیصرنامه منظومه‌ای حماسی است که در سال ۱۲۹۲ قمری توسط ادیب پ‍ی‍ش‍اوری سروده شد. این منظومه شامل بیش از چهارده‌هزار بیت در قالب مثنوی می‌باشد.	ادیب پیشاوری از پیروان طریقت صوفیه سهروردیه بود.	n
خَلیل‌الله خَلیلی مشهور به استاد خلیلی، شاعر فارسی‌گوی معاصر افغان است.جدای مناصب اجرایی، موقعیتی بود که خلیلی در عالم ادب کسب کرد و به‌زودی نامدارترین شاعر افغانستان بدل گشت.	"مشهورترین شاعر افغانستان، ""خَلیل‌الله خَلیلی"" است."	e
خَلیل‌الله خَلیلی مشهور به استاد خلیلی، شاعر فارسی‌گوی معاصر افغان است.جدای مناصب اجرایی، موقعیتی بود که خلیلی در عالم ادب کسب کرد و به‌زودی نامدارترین شاعر افغانستان بدل گشت.	"""محمدکاظم کاظمی""، معروفترین شاعر افغانستان می باشد."	c
خَلیل‌الله خَلیلی مشهور به استاد خلیلی، شاعر فارسی‌گوی معاصر افغان است.جدای مناصب اجرایی، موقعیتی بود که خلیلی در عالم ادب کسب کرد و به‌زودی نامدارترین شاعر افغانستان بدل گشت.	پدر استاد خلیلی محمدحسین‌خان مستوفی‌الممالک، وزیر مالیه بود.	n
مسعود سعد سلمان که مدت درازی در زندان بوده‌است نخستین شاعر فارسی‌زبان است که زندان‌نامه(حبسیه) سروده، طبیعتاً سایر زندان‌نامه‌سرایان حتی تا روزگار ما گوشه‌چشمی به حبسیات او داشته‌اند.	"نخستین شاعر ایرانی که به سرودن ""حبسیه"" پرداخت، ""مسعود سعد سلمان"" می باشد."	e
مسعود سعد سلمان که مدت درازی در زندان بوده‌است نخستین شاعر فارسی‌زبان است که زندان‌نامه(حبسیه) سروده، طبیعتاً سایر زندان‌نامه‌سرایان حتی تا روزگار ما گوشه‌چشمی به حبسیات او داشته‌اند.	"""ملک الشعرای بهار""، نخستین شاعر ایرانی است که به سرودن ""حبسیه"" پرداخت."	c
